,Participant,Condition,Congruity,Reaction_time,Response,Correctness,Cue,Finger
0,17,II,No,-10.9749511719,lalt,0.0,Index,Middle
1,17,II,No,0.438532114029,lalt,1.0,Middle,Index
2,17,II,Yes,0.494999837875,lalt,1.0,Middle,Middle
3,17,II,Yes,0.461159992218,lcmd,1.0,Index,Index
4,17,II,No,0.404462957382,lcmd,1.0,Index,Middle
5,17,II,Yes,0.433244037628,lalt,1.0,Middle,Middle
6,17,II,Yes,0.468931150436,lcmd,1.0,Index,Index
7,17,II,No,0.595328140259,lalt,1.0,Middle,Index
8,17,II,Yes,0.564556884766,lalt,1.0,Middle,Middle
9,17,II,Yes,0.417345046997,lcmd,1.0,Index,Index
10,17,II,No,0.523575973511,lalt,1.0,Middle,Index
11,17,II,No,0.516710996628,lcmd,1.0,Index,Middle
12,17,II,Yes,0.481870031357,lalt,1.0,Middle,Middle
13,17,II,No,0.50372095108,lalt,1.0,Middle,Index
14,17,II,No,0.530628871918,lcmd,1.0,Index,Middle
15,17,II,Yes,0.52914686203,lcmd,1.0,Index,Index
16,17,II,Yes,0.5596971035,lcmd,1.0,Index,Index
17,17,II,Yes,0.549961996079,lalt,1.0,Middle,Middle
18,17,II,No,0.632863807678,lalt,1.0,Middle,Index
19,17,II,No,0.484031105041,lcmd,1.0,Index,Middle
20,17,II,Yes,0.488950109482,lalt,1.0,Middle,Middle
21,17,II,Yes,0.458361101151,lcmd,1.0,Index,Index
22,17,II,No,0.420959997177,lalt,1.0,Middle,Index
23,17,II,No,0.384287118912,lcmd,1.0,Index,Middle
24,17,II,Yes,0.430481004715,lalt,1.0,Middle,Middle
25,17,II,Yes,0.429171133041,lcmd,1.0,Index,Index
26,17,II,No,0.482263040543,lcmd,1.0,Index,Middle
27,17,II,No,0.564115047455,lalt,1.0,Middle,Index
28,17,II,Yes,0.408693933487,lcmd,1.0,Index,Index
29,17,II,Yes,0.361893033981,lalt,1.0,Middle,Middle
30,17,II,No,0.43049082756,lcmd,1.0,Index,Middle
31,17,II,No,0.634171819687,lalt,1.0,Middle,Index
32,17,II,No,0.593838071823,lalt,1.0,Middle,Index
33,17,II,No,0.488874959946,lcmd,1.0,Index,Middle
34,17,II,Yes,0.60292596817,lalt,1.0,Middle,Middle
35,17,II,Yes,0.603546857834,lcmd,1.0,Index,Index
36,17,II,No,0.549964857101,lcmd,1.0,Index,Middle
37,17,II,No,0.607361888886,lalt,1.0,Middle,Index
38,17,II,Yes,0.449017095566,lcmd,1.0,Index,Index
39,17,II,Yes,0.597958993912,lalt,1.0,Middle,Middle
40,17,II,No,0.497269821167,lcmd,1.0,Index,Middle
41,17,II,Yes,0.604706192017,lalt,1.0,Middle,Middle
42,17,II,Yes,0.447166013718,lcmd,1.0,Index,Index
43,17,II,No,0.39176402092,lalt,1.0,Middle,Index
44,17,II,No,0.467472982407,lcmd,1.0,Index,Middle
45,17,II,No,0.568960189819,lalt,1.0,Middle,Index
46,17,II,Yes,0.57133898735,lalt,1.0,Middle,Middle
47,17,II,Yes,0.587892866135,lcmd,1.0,Index,Index
48,17,II,No,0.491261053085,lalt,1.0,Middle,Index
49,17,II,No,0.544928073883,lcmd,1.0,Index,Middle
50,17,II,Yes,0.757542800903,lalt,1.0,Middle,Middle
51,17,II,Yes,0.602614116669,lcmd,1.0,Index,Index
52,17,II,No,0.551720046997,lcmd,1.0,Index,Middle
53,17,II,Yes,0.645752954483,lcmd,1.0,Index,Index
54,17,II,Yes,0.393589115143,lalt,1.0,Middle,Middle
55,17,II,No,0.542222166061,lalt,1.0,Middle,Index
56,17,II,Yes,0.5781229496,lcmd,1.0,Index,Index
57,17,II,No,0.566370105743,lcmd,1.0,Index,Middle
58,17,II,Yes,0.524604129791,lalt,1.0,Middle,Middle
59,17,II,No,0.558523893356,lalt,1.0,Middle,Index
60,17,II,No,0.516399860382,lcmd,1.0,Index,Middle
61,17,II,Yes,0.568598890305,lcmd,1.0,Index,Index
62,17,II,Yes,0.489149999619,lalt,1.0,Middle,Middle
63,17,II,No,0.533800029755,lalt,1.0,Middle,Index
64,17,II,Yes,0.619127941132,lcmd,1.0,Index,Index
65,17,II,No,0.494327878952,lcmd,1.0,Index,Middle
66,17,II,Yes,0.348856067657,lalt,1.0,Middle,Middle
67,17,II,No,0.393364858627,lalt,1.0,Middle,Index
68,17,II,No,0.460425043106,lalt,1.0,Middle,Index
69,17,II,Yes,0.39098200798,lcmd,1.0,Index,Index
70,17,II,Yes,0.458210039139,lalt,1.0,Middle,Middle
71,17,II,No,0.462737178803,lcmd,1.0,Index,Middle
72,17,II,No,0.520688056946,lalt,1.0,Middle,Index
73,17,II,Yes,0.581643152237,lalt,1.0,Middle,Middle
74,17,II,Yes,0.446988010406,lcmd,1.0,Index,Index
75,17,II,No,0.501225090027,lcmd,1.0,Index,Middle
76,17,II,No,0.554227781296,lcmd,1.0,Index,Middle
77,17,II,Yes,0.531153774261,lalt,1.0,Middle,Middle
78,17,II,Yes,0.574990987778,lcmd,1.0,Index,Index
79,17,II,No,0.510387134552,lalt,1.0,Middle,Index
