,Participant,Condition,Congruity,Reaction_time,Response,Correctness,Cue,Finger
0,8,IT,No,-22.1020948887,lalt,1.0,Middle,Index
1,8,IT,Yes,0.411666965485,lcmd,1.0,Index,Index
2,8,IT,Yes,0.472671127319,lalt,1.0,Middle,Middle
3,8,IT,No,0.376491069794,lcmd,1.0,Index,Middle
4,8,IT,No,0.44477596283,lcmd,1.0,Index,Middle
5,8,IT,Yes,0.457090091705,lalt,1.0,Middle,Middle
6,8,IT,No,0.465296792984,lalt,1.0,Middle,Index
7,8,IT,Yes,0.369953918457,lcmd,1.0,Index,Index
8,8,IT,No,0.452622079849,lalt,1.0,Middle,Index
9,8,IT,Yes,0.461380004883,lalt,1.0,Middle,Middle
10,8,IT,Yes,0.499693012238,lcmd,1.0,Index,Index
11,8,IT,No,0.457917070389,lcmd,1.0,Index,Middle
12,8,IT,Yes,0.469365119934,lalt,1.0,Middle,Middle
13,8,IT,No,0.356744146347,lcmd,1.0,Index,Middle
14,8,IT,Yes,0.354042053223,lcmd,1.0,Index,Index
15,8,IT,No,0.401763916016,lalt,1.0,Middle,Index
16,8,IT,Yes,0.416329097748,lcmd,1.0,Index,Index
17,8,IT,Yes,0.347988843918,lalt,1.0,Middle,Middle
18,8,IT,No,0.486445045471,lcmd,0.0,Middle,Index
19,8,IT,No,0.427419137955,lcmd,1.0,Index,Middle
20,8,IT,No,0.468042135239,lcmd,1.0,Index,Middle
21,8,IT,Yes,0.495547819138,lalt,1.0,Middle,Middle
22,8,IT,No,0.590035867691,lalt,1.0,Middle,Index
23,8,IT,Yes,0.509782218933,lcmd,1.0,Index,Index
24,8,IT,No,0.47137503624,lalt,1.0,Middle,Index
25,8,IT,Yes,0.544380950928,lcmd,1.0,Index,Index
26,8,IT,Yes,0.46779589653,lalt,1.0,Middle,Middle
27,8,IT,No,0.419332122803,lcmd,1.0,Index,Middle
28,8,IT,Yes,0.478836011887,lcmd,1.0,Index,Index
29,8,IT,No,0.446776008606,lcmd,1.0,Index,Middle
30,8,IT,Yes,0.510329866409,lalt,1.0,Middle,Middle
31,8,IT,No,0.468297100067,lalt,1.0,Middle,Index
32,8,IT,No,0.53307518959,lalt,0.0,Index,Middle
33,8,IT,Yes,0.527316856384,lalt,1.0,Middle,Middle
34,8,IT,Yes,0.437097072601,lcmd,1.0,Index,Index
35,8,IT,No,0.501478052139,lalt,1.0,Middle,Index
36,8,IT,Yes,0.469401025772,lalt,1.0,Middle,Middle
37,8,IT,Yes,0.439025974274,lcmd,1.0,Index,Index
38,8,IT,No,0.427825117111,lalt,1.0,Middle,Index
39,8,IT,No,0.428195047378,lcmd,1.0,Index,Middle
40,8,IT,No,0.428992986679,lcmd,1.0,Index,Middle
41,8,IT,No,0.503676891327,lalt,1.0,Middle,Index
42,8,IT,Yes,0.490895986557,lalt,1.0,Middle,Middle
43,8,IT,Yes,0.472277021408,lcmd,1.0,Index,Index
44,8,IT,No,0.504972982407,lcmd,1.0,Index,Middle
45,8,IT,No,0.455328178406,lalt,1.0,Middle,Index
46,8,IT,Yes,0.436699008942,lalt,1.0,Middle,Middle
47,8,IT,Yes,0.407781839371,lcmd,1.0,Index,Index
48,8,IT,Yes,0.501856851578,lalt,1.0,Middle,Middle
49,8,IT,No,0.453308916092,lcmd,1.0,Index,Middle
50,8,IT,No,0.498185062408,lalt,1.0,Middle,Index
51,8,IT,Yes,0.379032087326,lcmd,1.0,Index,Index
52,8,IT,No,0.491674995422,lcmd,1.0,Index,Middle
53,8,IT,Yes,0.466093206406,lcmd,1.0,Index,Index
54,8,IT,Yes,0.361688089371,lalt,1.0,Middle,Middle
55,8,IT,No,0.515981054306,lalt,1.0,Middle,Index
56,8,IT,Yes,0.39202208519,lcmd,1.0,Index,Index
57,8,IT,Yes,0.441904973984,lalt,1.0,Middle,Middle
58,8,IT,No,0.492785072327,lalt,1.0,Middle,Index
59,8,IT,No,0.39513502121,lcmd,1.0,Index,Middle
60,8,IT,Yes,0.569762897492,lcmd,1.0,Index,Index
61,8,IT,No,0.356977939606,lcmd,0.0,Middle,Index
62,8,IT,Yes,0.426494884491,lalt,1.0,Middle,Middle
63,8,IT,No,0.402917814255,lcmd,1.0,Index,Middle
64,8,IT,Yes,0.454613876343,lalt,1.0,Middle,Middle
65,8,IT,No,0.454123020172,lalt,1.0,Middle,Index
66,8,IT,Yes,0.508098173141,lalt,0.0,Index,Index
67,8,IT,No,0.445228099823,lcmd,1.0,Index,Middle
68,8,IT,No,0.43998503685,lcmd,1.0,Index,Middle
69,8,IT,No,0.447150945663,lalt,1.0,Middle,Index
70,8,IT,Yes,0.456118917465,lalt,1.0,Middle,Middle
71,8,IT,Yes,0.51192407608,lcmd,1.0,Index,Index
72,8,IT,Yes,0.454390954971,lalt,1.0,Middle,Middle
73,8,IT,No,0.533115005493,lalt,1.0,Middle,Index
74,8,IT,No,0.457649993896,lcmd,1.0,Index,Middle
75,8,IT,Yes,0.513983011246,lcmd,1.0,Index,Index
76,8,IT,No,0.513128852844,lcmd,1.0,Index,Middle
77,8,IT,Yes,0.465550994873,lcmd,1.0,Index,Index
78,8,IT,No,0.461757135391,lalt,1.0,Middle,Index
79,8,IT,Yes,0.511108112335,lalt,1.0,Middle,Middle
