,Participant,Condition,Congruity,Reaction_time,Response,Correctness,Cue,Finger
0,6,IT,Yes,-22.5144327641,lalt,1.0,Middle,Middle
1,6,IT,Yes,0.627786827087,lcmd,1.0,Index,Index
2,6,IT,No,0.861942005158,lalt,1.0,Middle,Index
3,6,IT,No,0.87860994339,lcmd,1.0,Index,Middle
4,6,IT,Yes,1.05138201714,lalt,1.0,Middle,Middle
5,6,IT,No,0.722107028961,lalt,1.0,Middle,Index
6,6,IT,No,0.845351934433,lcmd,1.0,Index,Middle
7,6,IT,Yes,0.679845905304,lcmd,1.0,Index,Index
8,6,IT,No,0.750739192963,lcmd,1.0,Index,Middle
9,6,IT,Yes,0.669591808319,lcmd,1.0,Index,Index
10,6,IT,Yes,0.539804887772,lalt,1.0,Middle,Middle
11,6,IT,No,0.680380105972,lalt,1.0,Middle,Index
12,6,IT,Yes,0.718687057495,lalt,1.0,Middle,Middle
13,6,IT,No,0.914499950409,lcmd,1.0,Index,Middle
14,6,IT,No,0.725444030762,lalt,1.0,Middle,Index
15,6,IT,Yes,0.867454957962,lcmd,1.0,Index,Index
16,6,IT,No,0.670010995865,lcmd,1.0,Index,Middle
17,6,IT,Yes,0.924514818191,lcmd,1.0,Index,Index
18,6,IT,No,0.773889112472,lalt,1.0,Middle,Index
19,6,IT,Yes,1.17169485092,lalt,1.0,Middle,Middle
20,6,IT,Yes,0.882271051407,lcmd,1.0,Index,Index
21,6,IT,No,0.680106067657,lalt,1.0,Middle,Index
22,6,IT,Yes,0.651290035248,lalt,1.0,Middle,Middle
23,6,IT,No,0.55286192894,lcmd,1.0,Index,Middle
24,6,IT,Yes,0.654497146606,lcmd,1.0,Index,Index
25,6,IT,No,0.682822084427,lcmd,1.0,Index,Middle
26,6,IT,Yes,0.793391132355,lalt,1.0,Middle,Middle
27,6,IT,No,0.820848989487,lalt,1.0,Middle,Index
28,6,IT,Yes,0.655436038971,lalt,1.0,Middle,Middle
29,6,IT,Yes,0.733319807053,lcmd,1.0,Index,Index
30,6,IT,No,0.942235136032,lalt,1.0,Middle,Index
31,6,IT,No,1.01695680618,lcmd,1.0,Index,Middle
32,6,IT,Yes,0.614174079895,lcmd,1.0,Index,Index
33,6,IT,No,0.683635902405,lcmd,1.0,Index,Middle
34,6,IT,No,0.709780168533,lalt,1.0,Middle,Index
35,6,IT,Yes,0.592828130722,lalt,1.0,Middle,Middle
36,6,IT,No,0.529290056229,lcmd,1.0,Index,Middle
37,6,IT,No,0.896328020096,lalt,1.0,Middle,Index
38,6,IT,Yes,0.761110877991,lalt,1.0,Middle,Middle
39,6,IT,Yes,0.672219944,lcmd,1.0,Index,Index
40,6,IT,No,1.05356292725,lcmd,1.0,Index,Middle
41,6,IT,No,0.65864405632,lalt,1.0,Middle,Index
42,6,IT,Yes,0.925320863724,lcmd,1.0,Index,Index
43,6,IT,Yes,0.880788135529,lalt,1.0,Middle,Middle
44,6,IT,No,0.70102186203,lcmd,1.0,Index,Middle
45,6,IT,Yes,0.796737003326,lcmd,1.0,Index,Index
46,6,IT,No,0.73500084877,lalt,1.0,Middle,Index
47,6,IT,Yes,0.816283130646,lalt,1.0,Middle,Middle
48,6,IT,Yes,0.787485122681,lcmd,1.0,Index,Index
49,6,IT,Yes,0.70817489624,lalt,1.0,Middle,Middle
50,6,IT,No,0.7135160923,lalt,1.0,Middle,Index
51,6,IT,No,1.11061682701,lcmd,1.0,Index,Middle
52,6,IT,No,0.683396053314,lcmd,1.0,Index,Middle
53,6,IT,Yes,0.428279924393,lalt,1.0,Middle,Middle
54,6,IT,Yes,0.676131010056,lcmd,1.0,Index,Index
55,6,IT,No,0.642267799377,lalt,1.0,Middle,Index
56,6,IT,Yes,0.577867078781,lalt,1.0,Middle,Middle
57,6,IT,No,0.852894973755,lcmd,1.0,Index,Middle
58,6,IT,No,0.587409973145,lalt,1.0,Middle,Index
59,6,IT,Yes,1.15613203049,lcmd,1.0,Index,Index
60,6,IT,No,0.616560983658,lcmd,1.0,Index,Middle
61,6,IT,No,0.603490924835,lalt,1.0,Middle,Index
62,6,IT,Yes,0.634026002884,lalt,1.0,Middle,Middle
63,6,IT,Yes,0.674777936935,lcmd,1.0,Index,Index
64,6,IT,Yes,0.834893989563,lcmd,1.0,Index,Index
65,6,IT,Yes,0.52212896347,lalt,1.0,Middle,Middle
66,6,IT,No,0.632922172546,lcmd,1.0,Index,Middle
67,6,IT,No,0.629704189301,lalt,1.0,Middle,Index
68,6,IT,Yes,0.602497053146,lalt,1.0,Middle,Middle
69,6,IT,No,0.698272895813,lcmd,1.0,Index,Middle
70,6,IT,Yes,0.630138969421,lcmd,1.0,Index,Index
71,6,IT,No,0.691309070587,lalt,1.0,Middle,Index
72,6,IT,Yes,0.537844896317,lcmd,1.0,Index,Index
73,6,IT,No,0.876143074036,lalt,0.0,Index,Middle
74,6,IT,Yes,1.05270800591,lalt,1.0,Middle,Middle
75,6,IT,No,0.971486902237,lalt,1.0,Middle,Index
76,6,IT,No,0.649904966354,lcmd,1.0,Index,Middle
77,6,IT,No,0.731256866455,lalt,1.0,Middle,Index
78,6,IT,Yes,0.579760837555,lalt,1.0,Middle,Middle
79,6,IT,Yes,0.671810150146,lcmd,1.0,Index,Index
