,Participant,Condition,Congruity,Reaction_time,Response,Correctness,Cue,Finger
0,5,II,No,-9.45241484642,lcmd,0.0,Middle,Index
1,5,II,Yes,0.416017055511,lcmd,1.0,Index,Index
2,5,II,Yes,0.550906038284,lalt,1.0,Middle,Middle
3,5,II,No,0.605326843262,lcmd,1.0,Index,Middle
4,5,II,Yes,0.589470005035,lcmd,1.0,Index,Index
5,5,II,Yes,0.43673787117,lalt,1.0,Middle,Middle
6,5,II,No,0.4771089077,lcmd,1.0,Index,Middle
7,5,II,No,0.514144039154,lalt,1.0,Middle,Index
8,5,II,Yes,0.724733972549,lalt,1.0,Middle,Middle
9,5,II,No,0.500208044052,lalt,1.0,Middle,Index
10,5,II,Yes,0.726774787903,lcmd,1.0,Index,Index
11,5,II,No,0.543693161011,lcmd,1.0,Index,Middle
12,5,II,Yes,0.455032110214,lalt,1.0,Middle,Middle
13,5,II,Yes,0.555031967163,lcmd,1.0,Index,Index
14,5,II,No,0.531615829468,lalt,1.0,Middle,Index
15,5,II,No,0.502990055084,lcmd,1.0,Index,Middle
16,5,II,Yes,0.679460000992,lalt,1.0,Middle,Middle
17,5,II,No,0.719355964661,lalt,1.0,Middle,Index
18,5,II,No,0.570722913742,lcmd,1.0,Index,Middle
19,5,II,Yes,0.613933038712,lcmd,1.0,Index,Index
20,5,II,No,0.46792678833,lcmd,1.0,Index,Middle
21,5,II,No,0.504714107513,lalt,1.0,Middle,Index
22,5,II,Yes,0.482518005371,lcmd,1.0,Index,Index
23,5,II,Yes,0.394585847855,lcmd,0.0,Middle,Middle
24,5,II,No,0.612340068817,lalt,1.0,Middle,Index
25,5,II,No,0.788298892975,lcmd,1.0,Index,Middle
26,5,II,Yes,0.754842853546,lcmd,1.0,Index,Index
27,5,II,Yes,0.364421081543,lalt,1.0,Middle,Middle
28,5,II,Yes,0.756873989105,lcmd,1.0,Index,Index
29,5,II,No,0.453038930893,lcmd,1.0,Index,Middle
30,5,II,Yes,0.433683109283,lalt,1.0,Middle,Middle
31,5,II,No,0.525533056259,lalt,1.0,Middle,Index
32,5,II,Yes,0.54294500351,lalt,1.0,Middle,Middle
33,5,II,No,0.656295919418,lalt,1.0,Middle,Index
34,5,II,No,0.56958899498,lalt,0.0,Index,Middle
35,5,II,Yes,0.537852859497,lcmd,1.0,Index,Index
36,5,II,Yes,0.445989942551,lalt,1.0,Middle,Middle
37,5,II,Yes,0.735424041748,lcmd,1.0,Index,Index
38,5,II,No,0.667738866806,lcmd,1.0,Index,Middle
39,5,II,No,0.516546010971,lcmd,0.0,Middle,Index
40,5,II,Yes,0.571514940262,lcmd,1.0,Index,Index
41,5,II,No,0.63997092247,lalt,1.0,Middle,Index
42,5,II,Yes,0.901218128204,lalt,1.0,Middle,Middle
43,5,II,No,0.591702890396,lcmd,1.0,Index,Middle
44,5,II,Yes,0.460173940659,lalt,1.0,Middle,Middle
45,5,II,No,0.605201101303,lalt,1.0,Middle,Index
46,5,II,No,0.543300151825,lcmd,1.0,Index,Middle
47,5,II,Yes,0.671085214615,lcmd,1.0,Index,Index
48,5,II,Yes,0.810995006561,lcmd,1.0,Index,Index
49,5,II,Yes,0.583073997498,lalt,1.0,Middle,Middle
50,5,II,No,0.664554166794,lcmd,1.0,Index,Middle
51,5,II,No,0.517465019226,lalt,1.0,Middle,Index
52,5,II,Yes,0.547556066513,lalt,1.0,Middle,Middle
53,5,II,No,0.483687973022,lalt,1.0,Middle,Index
54,5,II,Yes,0.451676845551,lcmd,1.0,Index,Index
55,5,II,No,0.579347896576,lcmd,1.0,Index,Middle
56,5,II,Yes,0.380118942261,lalt,1.0,Middle,Middle
57,5,II,No,0.520727825165,lcmd,1.0,Index,Middle
58,5,II,Yes,0.530103063583,lcmd,1.0,Index,Index
59,5,II,No,0.721965932846,lalt,1.0,Middle,Index
60,5,II,Yes,0.515665102005,lcmd,1.0,Index,Index
61,5,II,Yes,0.597930955887,lalt,1.0,Middle,Middle
62,5,II,No,0.558454847336,lalt,1.0,Middle,Index
63,5,II,No,0.456352043152,lcmd,1.0,Index,Middle
64,5,II,No,0.569587087631,lalt,1.0,Middle,Index
65,5,II,Yes,0.539462041855,lalt,1.0,Middle,Middle
66,5,II,Yes,0.669972038269,lcmd,1.0,Index,Index
67,5,II,No,0.602099895477,lcmd,1.0,Index,Middle
68,5,II,No,0.466027927399,lalt,1.0,Middle,Index
69,5,II,Yes,0.448164987564,lcmd,1.0,Index,Index
70,5,II,Yes,0.553987026215,lalt,1.0,Middle,Middle
71,5,II,No,0.741902065277,lcmd,1.0,Index,Middle
72,5,II,Yes,0.655262851715,lcmd,1.0,Index,Index
73,5,II,Yes,0.441703033447,lalt,1.0,Middle,Middle
74,5,II,No,0.590039205551,lcmd,1.0,Index,Middle
75,5,II,No,0.594877052307,lalt,1.0,Middle,Index
76,5,II,Yes,0.454085063934,lcmd,1.0,Index,Index
77,5,II,No,0.572593164444,lalt,1.0,Middle,Index
78,5,II,Yes,0.453623008728,lalt,1.0,Middle,Middle
79,5,II,No,0.442354822159,lcmd,1.0,Index,Middle
