,Participant,Condition,Congruity,Reaction_time,Response,Correctness,Cue,Finger
0,14,IT,Yes,0.830207824707,lcmd,1.0,Index,Index
1,14,IT,No,0.489061975479,lalt,1.0,Middle,Index
2,14,IT,Yes,0.44244594574,lalt,1.0,Middle,Middle
3,14,IT,No,0.399852848053,lcmd,1.0,Index,Middle
4,14,IT,Yes,0.537699985504,lcmd,0.0,Middle,Middle
5,14,IT,No,0.490402173996,lcmd,1.0,Index,Middle
6,14,IT,Yes,0.543549060822,lcmd,1.0,Index,Index
7,14,IT,No,0.462207984924,lalt,1.0,Middle,Index
8,14,IT,Yes,0.512298154831,lalt,1.0,Middle,Middle
9,14,IT,Yes,0.414233016968,lcmd,1.0,Index,Index
10,14,IT,No,0.430837202072,lcmd,1.0,Index,Middle
11,14,IT,No,0.513165998459,lalt,1.0,Middle,Index
12,14,IT,Yes,0.513295841217,lalt,1.0,Middle,Middle
13,14,IT,Yes,0.549333000183,lalt,0.0,Index,Index
14,14,IT,No,0.54774889946,lcmd,1.0,Index,Middle
15,14,IT,No,0.459447813034,lalt,1.0,Middle,Index
16,14,IT,No,0.482398176193,lcmd,1.0,Index,Middle
17,14,IT,Yes,0.452768182755,lcmd,1.0,Index,Index
18,14,IT,Yes,0.474728059769,lalt,1.0,Middle,Middle
19,14,IT,No,0.545418024063,lalt,1.0,Middle,Index
20,14,IT,Yes,0.498389911652,lalt,1.0,Middle,Middle
21,14,IT,No,0.477573013306,lcmd,1.0,Index,Middle
22,14,IT,No,0.521265077591,lalt,1.0,Middle,Index
23,14,IT,Yes,0.424499130249,lcmd,1.0,Index,Index
24,14,IT,Yes,0.56106505394,lcmd,1.0,Index,Index
25,14,IT,No,0.540910148621,lalt,1.0,Middle,Index
26,14,IT,No,0.543026924133,lcmd,1.0,Index,Middle
27,14,IT,Yes,0.535872983933,lalt,1.0,Middle,Middle
28,14,IT,Yes,0.577490997314,lcmd,1.0,Index,Index
29,14,IT,Yes,0.516737985611,lalt,1.0,Middle,Middle
30,14,IT,No,0.51473698616,lcmd,1.0,Index,Middle
31,14,IT,No,0.476841783524,lalt,1.0,Middle,Index
32,14,IT,No,0.454305028915,lcmd,1.0,Index,Middle
33,14,IT,Yes,0.458101844788,lalt,1.0,Middle,Middle
34,14,IT,Yes,0.421960878372,lcmd,1.0,Index,Index
35,14,IT,No,0.642485952377,lcmd,0.0,Middle,Index
36,14,IT,Yes,0.620843219757,lcmd,1.0,Index,Index
37,14,IT,Yes,0.507587003708,lalt,1.0,Middle,Middle
38,14,IT,No,0.499398851395,lcmd,1.0,Index,Middle
39,14,IT,No,0.647870016098,lalt,1.0,Middle,Index
40,14,IT,Yes,0.572182941437,lalt,1.0,Middle,Middle
41,14,IT,No,0.524139881134,lcmd,1.0,Index,Middle
42,14,IT,No,0.515615034103,lalt,1.0,Middle,Index
43,14,IT,Yes,0.543450880051,lcmd,1.0,Index,Index
44,14,IT,No,0.466166210175,lalt,1.0,Middle,Index
45,14,IT,No,0.47748298645,lcmd,1.0,Index,Middle
46,14,IT,Yes,0.559313058853,lalt,1.0,Middle,Middle
47,14,IT,Yes,0.492446994782,lcmd,1.0,Index,Index
48,14,IT,Yes,0.523292970657,lalt,1.0,Middle,Middle
49,14,IT,No,0.493331050873,lcmd,1.0,Index,Middle
50,14,IT,No,0.621779966354,lalt,1.0,Middle,Index
51,14,IT,Yes,0.508878087997,lcmd,1.0,Index,Index
52,14,IT,No,0.508743953705,lalt,1.0,Middle,Index
53,14,IT,Yes,0.404447126389,lcmd,1.0,Index,Index
54,14,IT,No,0.863496875763,lcmd,1.0,Index,Middle
55,14,IT,Yes,0.455232048035,lalt,1.0,Middle,Middle
56,14,IT,Yes,0.46127204895,lalt,1.0,Middle,Middle
57,14,IT,No,0.569732046127,lcmd,1.0,Index,Middle
58,14,IT,Yes,0.446709012985,lcmd,1.0,Index,Index
59,14,IT,No,0.515748119354,lalt,1.0,Middle,Index
60,14,IT,Yes,0.54073805809,lcmd,1.0,Index,Index
61,14,IT,No,0.594974994659,lcmd,1.0,Index,Middle
62,14,IT,No,0.446457862854,lalt,1.0,Middle,Index
63,14,IT,Yes,0.53873705864,lalt,1.0,Middle,Middle
64,14,IT,Yes,0.77682390213,lalt,1.0,Middle,Middle
65,14,IT,Yes,0.581873989105,lcmd,1.0,Index,Index
66,14,IT,No,0.520166969299,lcmd,1.0,Index,Middle
67,14,IT,No,0.548378896713,lalt,1.0,Middle,Index
68,14,IT,No,0.611866998672,lalt,1.0,Middle,Index
69,14,IT,Yes,0.474071073532,lcmd,1.0,Index,Index
70,14,IT,Yes,0.554903078079,lalt,1.0,Middle,Middle
71,14,IT,No,0.575403022766,lcmd,1.0,Index,Middle
72,14,IT,Yes,0.487906885147,lcmd,1.0,Index,Index
73,14,IT,Yes,0.533300924301,lcmd,0.0,Middle,Middle
74,14,IT,No,0.649143028259,lcmd,1.0,Index,Middle
75,14,IT,No,0.708155012131,lalt,1.0,Middle,Index
76,14,IT,Yes,0.517013025284,lalt,1.0,Middle,Middle
77,14,IT,No,0.573313999176,lalt,1.0,Middle,Index
78,14,IT,No,0.357161951065,lcmd,1.0,Index,Middle
79,14,IT,Yes,0.631614017487,lcmd,1.0,Index,Index
