,Participant,Condition,Congruity,Reaction_time,Response,Correctness,Cue,Finger
0,4,IT,No,-13.2315809727,lcmd,1.0,Index,Middle
1,4,IT,Yes,0.569158887863,lcmd,1.0,Index,Index
2,4,IT,No,0.673577928543,lalt,1.0,Middle,Index
3,4,IT,Yes,0.571750879288,lalt,1.0,Middle,Middle
4,4,IT,Yes,0.699734115601,lcmd,1.0,Index,Index
5,4,IT,Yes,0.502014017105,lalt,1.0,Middle,Middle
6,4,IT,No,0.620046806335,lcmd,1.0,Index,Middle
7,4,IT,No,0.603539943695,lalt,1.0,Middle,Index
8,4,IT,Yes,0.559842967987,lalt,1.0,Middle,Middle
9,4,IT,No,0.443963003159,lcmd,1.0,Index,Middle
10,4,IT,Yes,0.483951807022,lcmd,1.0,Index,Index
11,4,IT,No,0.620394945145,lalt,1.0,Middle,Index
12,4,IT,Yes,0.445606851578,lalt,1.0,Middle,Middle
13,4,IT,No,0.563514137268,lcmd,1.0,Index,Middle
14,4,IT,No,0.596024084091,lalt,1.0,Middle,Index
15,4,IT,Yes,0.488501930237,lcmd,1.0,Index,Index
16,4,IT,No,0.627365970612,lcmd,1.0,Index,Middle
17,4,IT,Yes,0.610064172745,lalt,1.0,Middle,Middle
18,4,IT,Yes,0.501346158981,lcmd,1.0,Index,Index
19,4,IT,No,0.825363016129,lalt,1.0,Middle,Index
20,4,IT,Yes,0.566465997696,lalt,1.0,Middle,Middle
21,4,IT,No,0.472297906876,lcmd,1.0,Index,Middle
22,4,IT,Yes,0.490816926956,lcmd,1.0,Index,Index
23,4,IT,No,0.786637020111,lalt,1.0,Middle,Index
24,4,IT,Yes,0.495805931091,lalt,1.0,Middle,Middle
25,4,IT,Yes,0.537591028214,lcmd,1.0,Index,Index
26,4,IT,No,0.552397108078,lcmd,1.0,Index,Middle
27,4,IT,No,0.519085025787,lalt,1.0,Middle,Index
28,4,IT,No,0.661463975906,lcmd,1.0,Index,Middle
29,4,IT,No,0.48342499733,lalt,1.0,Middle,Index
30,4,IT,Yes,0.481201219559,lcmd,1.0,Index,Index
31,4,IT,Yes,0.417038011551,lalt,1.0,Middle,Middle
32,4,IT,No,0.451664876938,lalt,1.0,Middle,Index
33,4,IT,No,0.532835006714,lcmd,1.0,Index,Middle
34,4,IT,Yes,0.411611938477,lalt,1.0,Middle,Middle
35,4,IT,Yes,0.416109991074,lcmd,1.0,Index,Index
36,4,IT,No,0.450576114654,lalt,1.0,Middle,Index
37,4,IT,No,0.490033960342,lcmd,1.0,Index,Middle
38,4,IT,Yes,0.48438615799,lalt,1.0,Middle,Middle
39,4,IT,Yes,0.57346405983,lcmd,1.0,Index,Index
40,4,IT,No,0.580461168289,lalt,1.0,Middle,Index
41,4,IT,No,0.672492074966,lcmd,1.0,Index,Middle
42,4,IT,Yes,0.512243080139,lalt,1.0,Middle,Middle
43,4,IT,Yes,0.44258813858,lcmd,1.0,Index,Index
44,4,IT,No,0.5794880867,lalt,0.0,Index,Middle
45,4,IT,No,0.80703792572,lalt,1.0,Middle,Index
46,4,IT,Yes,0.520798158646,lalt,1.0,Middle,Middle
47,4,IT,Yes,0.476591920853,lcmd,1.0,Index,Index
48,4,IT,Yes,0.411139822006,lcmd,1.0,Index,Index
49,4,IT,No,0.609033918381,lalt,1.0,Middle,Index
50,4,IT,Yes,0.476639986038,lalt,1.0,Middle,Middle
51,4,IT,No,0.824548053741,lcmd,1.0,Index,Middle
52,4,IT,Yes,0.628116226196,lalt,1.0,Middle,Middle
53,4,IT,No,0.872070026398,lalt,1.0,Middle,Index
54,4,IT,No,0.483764028549,lalt,0.0,Index,Middle
55,4,IT,Yes,0.612440061569,lcmd,1.0,Index,Index
56,4,IT,No,0.539066839218,lcmd,1.0,Index,Middle
57,4,IT,Yes,0.774739074707,lalt,1.0,Middle,Middle
58,4,IT,Yes,0.607170057297,lcmd,1.0,Index,Index
59,4,IT,No,0.578768777847,lalt,1.0,Middle,Index
60,4,IT,No,0.659250116348,lalt,1.0,Middle,Index
61,4,IT,No,-1.36067404747,lalt,0.0,Index,Middle
62,4,IT,Yes,0.684484148025,lalt,1.0,Middle,Middle
63,4,IT,Yes,0.612790870666,lcmd,1.0,Index,Index
64,4,IT,Yes,0.49391503334,lalt,1.0,Middle,Middle
65,4,IT,No,0.591008996964,lcmd,1.0,Index,Middle
66,4,IT,No,0.588618040085,lalt,1.0,Middle,Index
67,4,IT,Yes,0.569777965546,lcmd,1.0,Index,Index
68,4,IT,Yes,0.45628490448,lalt,1.0,Middle,Middle
69,4,IT,No,0.501703977585,lcmd,0.0,Middle,Index
70,4,IT,Yes,0.665544080734,lcmd,1.0,Index,Index
71,4,IT,No,0.468155956268,lcmd,1.0,Index,Middle
72,4,IT,No,0.784663009644,lalt,1.0,Middle,Index
73,4,IT,No,0.934795093536,lcmd,1.0,Index,Middle
74,4,IT,Yes,0.495615959167,lalt,1.0,Middle,Middle
75,4,IT,Yes,0.463847017288,lcmd,1.0,Index,Index
76,4,IT,No,0.523994874954,lcmd,1.0,Index,Middle
77,4,IT,No,0.527696084976,lalt,1.0,Middle,Index
78,4,IT,Yes,0.535751104355,lcmd,1.0,Index,Index
79,4,IT,Yes,0.438240194321,lalt,1.0,Middle,Middle
