,Participant,Condition,Congruity,Reaction_time,Response,Correctness,Cue,Finger
0,1,II,Yes,0.434142827988,lcmd,1.0,Index,Index
1,1,II,No,0.57104716301,lalt,1.0,Middle,Index
2,1,II,Yes,0.479117107391,lalt,1.0,Middle,Middle
3,1,II,No,0.62364192009,lcmd,1.0,Index,Middle
4,1,II,No,0.480222082138,lcmd,1.0,Index,Middle
5,1,II,Yes,0.44284491539,lcmd,1.0,Index,Index
6,1,II,No,0.563038825989,lalt,1.0,Middle,Index
7,1,II,Yes,0.52208609581,lalt,1.0,Middle,Middle
8,1,II,No,0.452649068832,lalt,1.0,Middle,Index
9,1,II,No,0.405857849121,lcmd,1.0,Index,Middle
10,1,II,Yes,0.47257194519,lcmd,1.0,Index,Index
11,1,II,Yes,0.511317110062,lalt,1.0,Middle,Middle
12,1,II,Yes,0.42904715538,lalt,1.0,Middle,Middle
13,1,II,Yes,0.37060585022,lcmd,1.0,Index,Index
14,1,II,No,0.529275941849,lalt,1.0,Middle,Index
15,1,II,No,0.41012096405,lcmd,1.0,Index,Middle
16,1,II,Yes,0.576798057556,lalt,1.0,Middle,Middle
17,1,II,Yes,0.397048902512,lcmd,1.0,Index,Index
18,1,II,No,0.636274051666,lcmd,1.0,Index,Middle
19,1,II,No,0.542321109772,lalt,1.0,Middle,Index
20,1,II,Yes,0.410810136795,lalt,1.0,Middle,Middle
21,1,II,No,0.482386922836,lalt,1.0,Middle,Index
22,1,II,No,0.398458909988,lalt,0.0,Index,Middle
23,1,II,Yes,0.487611055374,lcmd,1.0,Index,Index
24,1,II,Yes,0.456127119064,lcmd,1.0,Index,Index
25,1,II,Yes,0.432898187637,lalt,1.0,Middle,Middle
26,1,II,No,0.44287815094,lalt,1.0,Middle,Index
27,1,II,No,0.341817808151,lcmd,1.0,Index,Middle
28,1,II,No,0.515699005127,lcmd,1.0,Index,Middle
29,1,II,Yes,0.446641206741,lcmd,1.0,Index,Index
30,1,II,No,0.525864076614,lalt,1.0,Middle,Index
31,1,II,Yes,0.459865808487,lalt,1.0,Middle,Middle
32,1,II,No,0.397141170502,lcmd,1.0,Index,Middle
33,1,II,No,0.432161903381,lalt,1.0,Middle,Index
34,1,II,Yes,0.497646045685,lalt,1.0,Middle,Middle
35,1,II,Yes,0.359252023697,lcmd,1.0,Index,Index
36,1,II,No,0.475661087036,lcmd,1.0,Index,Middle
37,1,II,Yes,0.465677976608,lalt,1.0,Middle,Middle
38,1,II,Yes,0.394025087357,lcmd,1.0,Index,Index
39,1,II,No,0.532580041885,lalt,1.0,Middle,Index
40,1,II,No,0.60664396286,lcmd,1.0,Index,Middle
41,1,II,Yes,0.46315279007,lcmd,1.0,Index,Index
42,1,II,No,0.680551052094,lalt,1.0,Middle,Index
43,1,II,Yes,0.55463886261,lalt,1.0,Middle,Middle
44,1,II,Yes,0.51080198288,lalt,1.0,Middle,Middle
45,1,II,Yes,0.429427957535,lcmd,1.0,Index,Index
46,1,II,No,0.79375796318,lcmd,1.0,Index,Middle
47,1,II,No,0.471570920944,lalt,1.0,Middle,Index
48,1,II,Yes,0.511807060242,lalt,1.0,Middle,Middle
49,1,II,No,0.482754039764,lalt,1.0,Middle,Index
50,1,II,Yes,0.395635986328,lcmd,1.0,Index,Index
51,1,II,No,0.46130604744,lcmd,1.0,Index,Middle
52,1,II,No,0.409880971909,lalt,1.0,Middle,Index
53,1,II,No,0.360646009445,lcmd,1.0,Index,Middle
54,1,II,Yes,0.53399310112,lalt,1.0,Middle,Middle
55,1,II,Yes,0.381255054474,lcmd,1.0,Index,Index
56,1,II,Yes,0.714885139465,lcmd,1.0,Index,Index
57,1,II,Yes,0.367306947708,lalt,1.0,Middle,Middle
58,1,II,No,0.541534996033,lcmd,1.0,Index,Middle
59,1,II,No,0.451419878006,lalt,1.0,Middle,Index
60,1,II,Yes,0.357339096069,lcmd,1.0,Index,Index
61,1,II,No,0.507545137405,lcmd,0.0,Middle,Index
62,1,II,No,0.904699802399,lcmd,1.0,Index,Middle
63,1,II,Yes,0.397446107864,lalt,1.0,Middle,Middle
64,1,II,No,0.388573884964,lcmd,1.0,Index,Middle
65,1,II,No,0.524287986755,lalt,1.0,Middle,Index
66,1,II,Yes,0.593553924561,lcmd,1.0,Index,Index
67,1,II,Yes,0.42797703743,lalt,1.0,Middle,Middle
68,1,II,Yes,0.528766918182,lalt,1.0,Middle,Middle
69,1,II,No,0.489971065521,lcmd,1.0,Index,Middle
70,1,II,No,0.399043035507,lalt,1.0,Middle,Index
71,1,II,Yes,0.509487915039,lcmd,1.0,Index,Index
72,1,II,No,0.745985841751,lalt,1.0,Middle,Index
73,1,II,No,0.471548891068,lcmd,1.0,Index,Middle
74,1,II,Yes,0.48426117897,lalt,1.0,Middle,Middle
75,1,II,Yes,0.375306034088,lcmd,1.0,Index,Index
76,1,II,Yes,0.505495071411,lalt,1.0,Middle,Middle
77,1,II,No,0.445330953598,lalt,1.0,Middle,Index
78,1,II,Yes,0.641015005112,lcmd,1.0,Index,Index
79,1,II,No,0.546965932846,lcmd,1.0,Index,Middle
