,Participant,Condition,Congruity,Reaction_time,Response,Correctness,Cue,Finger
0,24,II,No,0.527188014984,lcmd,1.0,Index,Middle
1,24,II,Yes,0.647230148315,lalt,1.0,Middle,Middle
2,24,II,No,0.449664115906,lalt,1.0,Middle,Index
3,24,II,Yes,0.589393091202,lcmd,1.0,Index,Index
4,24,II,Yes,0.622140884399,lcmd,1.0,Index,Index
5,24,II,No,0.361922836304,lalt,1.0,Middle,Index
6,24,II,No,0.326040029526,lcmd,1.0,Index,Middle
7,24,II,Yes,0.313079023361,lalt,1.0,Middle,Middle
8,24,II,Yes,0.392032909393,lcmd,0.0,Middle,Middle
9,24,II,No,0.418497991562,lcmd,1.0,Index,Middle
10,24,II,Yes,0.487997961044,lcmd,1.0,Index,Index
11,24,II,No,0.470434999466,lalt,1.0,Middle,Index
12,24,II,Yes,0.458062076569,lcmd,1.0,Index,Index
13,24,II,Yes,0.524352073669,lalt,1.0,Middle,Middle
14,24,II,No,0.490935182571,lalt,1.0,Middle,Index
15,24,II,No,0.483403968811,lcmd,1.0,Index,Middle
16,24,II,Yes,0.465331888199,lcmd,1.0,Index,Index
17,24,II,No,0.462500047684,lcmd,1.0,Index,Middle
18,24,II,No,0.504839134216,lalt,1.0,Middle,Index
19,24,II,Yes,0.602350950241,lalt,1.0,Middle,Middle
20,24,II,No,0.383295106888,lcmd,1.0,Index,Middle
21,24,II,Yes,0.63397693634,lcmd,1.0,Index,Index
22,24,II,Yes,0.516140794754,lalt,1.0,Middle,Middle
23,24,II,No,0.552160167694,lalt,1.0,Middle,Index
24,24,II,No,0.433681058884,lcmd,1.0,Index,Middle
25,24,II,Yes,0.668298053741,lcmd,1.0,Index,Index
26,24,II,Yes,0.512678909302,lalt,1.0,Middle,Middle
27,24,II,No,0.428568077087,lcmd,0.0,Middle,Index
28,24,II,No,0.600761079788,lcmd,1.0,Index,Middle
29,24,II,Yes,0.511946868897,lcmd,1.0,Index,Index
30,24,II,No,0.487395954132,lalt,1.0,Middle,Index
31,24,II,Yes,0.578349876404,lalt,1.0,Middle,Middle
32,24,II,Yes,0.551315975189,lalt,1.0,Middle,Middle
33,24,II,No,0.688271045685,lcmd,1.0,Index,Middle
34,24,II,No,0.514667844772,lalt,1.0,Middle,Index
35,24,II,Yes,0.518616056442,lcmd,1.0,Index,Index
36,24,II,Yes,0.473785018921,lcmd,1.0,Index,Index
37,24,II,Yes,0.522408866882,lalt,1.0,Middle,Middle
38,24,II,No,0.711776018143,lcmd,0.0,Middle,Index
39,24,II,No,0.550321006775,lcmd,1.0,Index,Middle
40,24,II,No,0.470190000534,lalt,1.0,Middle,Index
41,24,II,Yes,0.608125972748,lalt,1.0,Middle,Middle
42,24,II,No,0.483118009567,lcmd,1.0,Index,Middle
43,24,II,Yes,0.661235904694,lcmd,1.0,Index,Index
44,24,II,Yes,0.475513935089,lcmd,1.0,Index,Index
45,24,II,Yes,0.368430995941,lalt,1.0,Middle,Middle
46,24,II,No,0.618610954285,lcmd,1.0,Index,Middle
47,24,II,No,0.816255092621,lalt,1.0,Middle,Index
48,24,II,No,0.572492074966,lalt,1.0,Middle,Index
49,24,II,Yes,0.532843923569,lalt,1.0,Middle,Middle
50,24,II,No,0.864941978455,lcmd,1.0,Index,Middle
51,24,II,Yes,0.529604053497,lcmd,1.0,Index,Index
52,24,II,Yes,0.565565013885,lalt,1.0,Middle,Middle
53,24,II,Yes,0.512176036835,lcmd,1.0,Index,Index
54,24,II,No,0.929369068146,lcmd,1.0,Index,Middle
55,24,II,No,0.523980045319,lalt,1.0,Middle,Index
56,24,II,No,0.723217916489,lcmd,1.0,Index,Middle
57,24,II,Yes,0.669597864151,lalt,1.0,Middle,Middle
58,24,II,No,0.766775941849,lalt,1.0,Middle,Index
59,24,II,Yes,0.447769880295,lcmd,1.0,Index,Index
60,24,II,No,0.74736084938,lalt,1.0,Middle,Index
61,24,II,Yes,0.612187957764,lcmd,1.0,Index,Index
62,24,II,No,0.59421710968,lcmd,1.0,Index,Middle
63,24,II,Yes,0.637479019165,lalt,1.0,Middle,Middle
64,24,II,Yes,0.562008142471,lcmd,1.0,Index,Index
65,24,II,No,0.726905918121,lalt,1.0,Middle,Index
66,24,II,No,0.491930913925,lcmd,1.0,Index,Middle
67,24,II,Yes,0.763041067123,lalt,1.0,Middle,Middle
68,24,II,Yes,0.558481884003,lalt,1.0,Middle,Middle
69,24,II,No,0.758408117294,lcmd,1.0,Index,Middle
70,24,II,No,0.415649032593,lalt,1.0,Middle,Index
71,24,II,Yes,0.520242977142,lcmd,1.0,Index,Index
72,24,II,No,0.483840847015,lalt,1.0,Middle,Index
73,24,II,Yes,0.469725084305,lalt,1.0,Middle,Middle
74,24,II,No,0.475042963028,lcmd,1.0,Index,Middle
75,24,II,Yes,0.742002058029,lcmd,1.0,Index,Index
76,24,II,Yes,0.609728002548,lalt,1.0,Middle,Middle
77,24,II,No,0.494289922714,lalt,1.0,Middle,Index
78,24,II,Yes,0.728197050095,lcmd,1.0,Index,Index
79,24,II,No,0.433462190628,lcmd,1.0,Index,Middle
