,Participant,Condition,Congruity,Reaction_time,Response,Correctness,Cue,Finger
0,3,II,No,0.5288189888,lalt,1.0,Middle,Index
1,3,II,No,0.504836034775,lcmd,1.0,Index,Middle
2,3,II,Yes,0.391747093201,lalt,1.0,Middle,Middle
3,3,II,Yes,0.463397169113,lcmd,1.0,Index,Index
4,3,II,Yes,0.567072057724,lalt,1.0,Middle,Middle
5,3,II,Yes,0.490997982025,lcmd,1.0,Index,Index
6,3,II,No,0.43383898735,lalt,1.0,Middle,Index
7,3,II,No,0.557134103775,lcmd,1.0,Index,Middle
8,3,II,No,0.45879907608,lalt,1.0,Middle,Index
9,3,II,No,0.510220003128,lcmd,1.0,Index,Middle
10,3,II,Yes,0.530847978592,lcmd,1.0,Index,Index
11,3,II,Yes,0.425791168213,lalt,1.0,Middle,Middle
12,3,II,No,0.467240858078,lalt,1.0,Middle,Index
13,3,II,No,0.534474945068,lcmd,1.0,Index,Middle
14,3,II,Yes,0.419074964523,lalt,1.0,Middle,Middle
15,3,II,Yes,0.489718103409,lcmd,1.0,Index,Index
16,3,II,No,0.444875001907,lcmd,1.0,Index,Middle
17,3,II,Yes,0.554694032669,lcmd,1.0,Index,Index
18,3,II,Yes,0.441118907928,lalt,1.0,Middle,Middle
19,3,II,No,0.469089126587,lalt,1.0,Middle,Index
20,3,II,No,0.467985010147,lcmd,1.0,Index,Middle
21,3,II,Yes,0.477468109131,lalt,1.0,Middle,Middle
22,3,II,Yes,0.470293998718,lcmd,1.0,Index,Index
23,3,II,No,0.901549196243,lalt,1.0,Middle,Index
24,3,II,No,0.463342094421,lcmd,1.0,Index,Middle
25,3,II,Yes,0.518958902359,lcmd,1.0,Index,Index
26,3,II,No,0.461637926102,lalt,1.0,Middle,Index
27,3,II,Yes,0.587700986862,lalt,1.0,Middle,Middle
28,3,II,No,0.498098087311,lalt,1.0,Middle,Index
29,3,II,Yes,0.443375062942,lcmd,1.0,Index,Index
30,3,II,No,0.461014080048,lcmd,1.0,Index,Middle
31,3,II,Yes,0.440553188324,lalt,1.0,Middle,Middle
32,3,II,Yes,0.417110109329,lalt,1.0,Middle,Middle
33,3,II,No,0.456484079361,lalt,1.0,Middle,Index
34,3,II,Yes,0.409341001511,lcmd,1.0,Index,Index
35,3,II,No,0.480680942535,lcmd,1.0,Index,Middle
36,3,II,No,0.529115867615,lalt,1.0,Middle,Index
37,3,II,Yes,0.479283094406,lcmd,1.0,Index,Index
38,3,II,Yes,0.427659130096,lalt,1.0,Middle,Middle
39,3,II,No,0.490363073349,lcmd,1.0,Index,Middle
40,3,II,Yes,0.451526117325,lalt,1.0,Middle,Middle
41,3,II,No,0.521620082855,lcmd,1.0,Index,Middle
42,3,II,No,0.445512056351,lalt,1.0,Middle,Index
43,3,II,Yes,0.433550024033,lcmd,1.0,Index,Index
44,3,II,No,0.49542183876,lcmd,1.0,Index,Middle
45,3,II,Yes,0.468213891983,lcmd,1.0,Index,Index
46,3,II,Yes,0.416955947876,lalt,1.0,Middle,Middle
47,3,II,No,0.42452788353,lalt,1.0,Middle,Index
48,3,II,No,0.480763149262,lcmd,1.0,Index,Middle
49,3,II,Yes,0.466413927078,lcmd,1.0,Index,Index
50,3,II,Yes,0.584658908844,lalt,1.0,Middle,Middle
51,3,II,No,0.466945886612,lalt,1.0,Middle,Index
52,3,II,No,0.505112123489,lalt,1.0,Middle,Index
53,3,II,Yes,0.496055841446,lcmd,1.0,Index,Index
54,3,II,Yes,0.471953010559,lalt,1.0,Middle,Middle
55,3,II,No,0.49640007019,lalt,0.0,Index,Middle
56,3,II,Yes,0.598684024811,lcmd,1.0,Index,Index
57,3,II,Yes,0.460454130173,lalt,1.0,Middle,Middle
58,3,II,No,0.488663911819,lalt,1.0,Middle,Index
59,3,II,No,0.434252023697,lcmd,1.0,Index,Middle
60,3,II,Yes,0.447514915466,lalt,1.0,Middle,Middle
61,3,II,No,0.5025639534,lcmd,1.0,Index,Middle
62,3,II,No,0.476080942154,lalt,1.0,Middle,Index
63,3,II,Yes,0.483257007599,lcmd,1.0,Index,Index
64,3,II,No,0.515057945251,lcmd,1.0,Index,Middle
65,3,II,Yes,0.715071153641,lalt,1.0,Middle,Middle
66,3,II,Yes,0.521549987793,lcmd,1.0,Index,Index
67,3,II,No,0.50074300766,lalt,1.0,Middle,Index
68,3,II,No,0.613015174866,lalt,1.0,Middle,Index
69,3,II,Yes,0.579876995087,lcmd,1.0,Index,Index
70,3,II,No,0.517020845413,lcmd,1.0,Index,Middle
71,3,II,Yes,0.701639080048,lalt,1.0,Middle,Middle
72,3,II,Yes,0.459141159058,lcmd,1.0,Index,Index
73,3,II,No,0.569721078873,lcmd,1.0,Index,Middle
74,3,II,No,0.531877040863,lalt,1.0,Middle,Index
75,3,II,Yes,0.787767076492,lalt,1.0,Middle,Middle
76,3,II,No,0.583740091324,lcmd,1.0,Index,Middle
77,3,II,Yes,0.506908130646,lcmd,1.0,Index,Index
78,3,II,No,0.51676697731,lalt,1.0,Middle,Index
79,3,II,Yes,0.511805915832,lalt,1.0,Middle,Middle
